Frame,Gain,Shutter
0,16.0,1.0
1,16.0,28.894736842105264
2,16.0,56.78947368421053
3,16.0,84.6842105263158
4,16.0,112.57894736842105
5,16.0,140.47368421052633
6,16.0,168.3684210526316
7,16.0,196.26315789473685
8,16.0,224.1578947368421
9,16.0,252.05263157894737
10,16.0,279.94736842105266
11,16.0,307.8421052631579
12,16.0,335.7368421052632
13,16.0,363.63157894736844
14,16.0,391.5263157894737
15,16.0,419.42105263157896
16,16.0,447.3157894736842
17,16.0,475.2105263157895
18,16.0,503.10526315789474
19,16.0,531.0
20,18.526315789473685,531.0
21,18.526315789473685,503.10526315789474
22,18.526315789473685,475.2105263157895
23,18.526315789473685,447.3157894736842
24,18.526315789473685,419.42105263157896
25,18.526315789473685,391.5263157894737
26,18.526315789473685,363.63157894736844
27,18.526315789473685,335.7368421052632
28,18.526315789473685,307.8421052631579
29,18.526315789473685,279.94736842105266
30,18.526315789473685,252.05263157894737
31,18.526315789473685,224.1578947368421
32,18.526315789473685,196.26315789473685
33,18.526315789473685,168.3684210526316
34,18.526315789473685,140.47368421052633
35,18.526315789473685,112.57894736842105
36,18.526315789473685,84.6842105263158
37,18.526315789473685,56.78947368421053
38,18.526315789473685,28.894736842105264
39,18.526315789473685,1.0
40,21.05263157894737,1.0
41,21.05263157894737,28.894736842105264
42,21.05263157894737,56.78947368421053
43,21.05263157894737,84.6842105263158
44,21.05263157894737,112.57894736842105
45,21.05263157894737,140.47368421052633
46,21.05263157894737,168.3684210526316
47,21.05263157894737,196.26315789473685
48,21.05263157894737,224.1578947368421
49,21.05263157894737,252.05263157894737
50,21.05263157894737,279.94736842105266
51,21.05263157894737,307.8421052631579
52,21.05263157894737,335.7368421052632
53,21.05263157894737,363.63157894736844
54,21.05263157894737,391.5263157894737
55,21.05263157894737,419.42105263157896
56,21.05263157894737,447.3157894736842
57,21.05263157894737,475.2105263157895
58,21.05263157894737,503.10526315789474
59,21.05263157894737,531.0
60,23.57894736842105,531.0
61,23.57894736842105,503.10526315789474
62,23.57894736842105,475.2105263157895
63,23.57894736842105,447.3157894736842
64,23.57894736842105,419.42105263157896
65,23.57894736842105,391.5263157894737
66,23.57894736842105,363.63157894736844
67,23.57894736842105,335.7368421052632
68,23.57894736842105,307.8421052631579
69,23.57894736842105,279.94736842105266
70,23.57894736842105,252.05263157894737
71,23.57894736842105,224.1578947368421
72,23.57894736842105,196.26315789473685
73,23.57894736842105,168.3684210526316
74,23.57894736842105,140.47368421052633
75,23.57894736842105,112.57894736842105
76,23.57894736842105,84.6842105263158
77,23.57894736842105,56.78947368421053
78,23.57894736842105,28.894736842105264
79,23.57894736842105,1.0
80,26.105263157894736,1.0
81,26.105263157894736,28.894736842105264
82,26.105263157894736,56.78947368421053
83,26.105263157894736,84.6842105263158
84,26.105263157894736,112.57894736842105
85,26.105263157894736,140.47368421052633
86,26.105263157894736,168.3684210526316
87,26.105263157894736,196.26315789473685
88,26.105263157894736,224.1578947368421
89,26.105263157894736,252.05263157894737
90,26.105263157894736,279.94736842105266
91,26.105263157894736,307.8421052631579
92,26.105263157894736,335.7368421052632
93,26.105263157894736,363.63157894736844
94,26.105263157894736,391.5263157894737
95,26.105263157894736,419.42105263157896
96,26.105263157894736,447.3157894736842
97,26.105263157894736,475.2105263157895
98,26.105263157894736,503.10526315789474
99,26.105263157894736,531.0
100,28.63157894736842,531.0
101,28.63157894736842,503.10526315789474
102,28.63157894736842,475.2105263157895
103,28.63157894736842,447.3157894736842
104,28.63157894736842,419.42105263157896
105,28.63157894736842,391.5263157894737
106,28.63157894736842,363.63157894736844
107,28.63157894736842,335.7368421052632
108,28.63157894736842,307.8421052631579
109,28.63157894736842,279.94736842105266
110,28.63157894736842,252.05263157894737
111,28.63157894736842,224.1578947368421
112,28.63157894736842,196.26315789473685
113,28.63157894736842,168.3684210526316
114,28.63157894736842,140.47368421052633
115,28.63157894736842,112.57894736842105
116,28.63157894736842,84.6842105263158
117,28.63157894736842,56.78947368421053
118,28.63157894736842,28.894736842105264
119,28.63157894736842,1.0
120,31.157894736842103,1.0
121,31.157894736842103,28.894736842105264
122,31.157894736842103,56.78947368421053
123,31.157894736842103,84.6842105263158
124,31.157894736842103,112.57894736842105
125,31.157894736842103,140.47368421052633
126,31.157894736842103,168.3684210526316
127,31.157894736842103,196.26315789473685
128,31.157894736842103,224.1578947368421
129,31.157894736842103,252.05263157894737
130,31.157894736842103,279.94736842105266
